family,model,case_id,pair_id,domain,variant_id,termination_reason,outcome_success,successful_suffix_exact,unavailable_correct,unnecessary_call_count,model_turns,environment_calls,restarts,prompt_tokens,completion_tokens,total_tokens,visible_operation_count,target_step_count,included_target_step_count,removed_target_step_count,decoy_call_count,successful_decoy_call_count,wrong_state_commit_count,wrong_state_committed,false_finish_after_decoy,wrong_state_detected,restart_recovered,compensating_action_count,turns_to_detection,target_state_achieved,residual_wrong_state_at_termination,reachability,target_operation_id,query_template_id,behavior_correct
semantic,glm-5.2,stateful-compliance_audit-set_assigned_role-02,compliance-role-vs-retention,compliance_audit,state-decoy-failure,unavailable,0,,1,6,8,6,1,50478,8165,58643,3,,,,4,0,0,0,0,0,0,0,,0,0,unreachable,set_assigned_role,2,1
semantic,glm-5.2,stateful-compliance_audit-set_assigned_role-02,compliance-role-vs-retention,compliance_audit,state-decoy-success,unavailable,0,,1,3,8,3,1,53800,9387,63187,3,,,,1,1,1,1,1,1,1,0,5,0,0,unreachable,set_assigned_role,2,1
semantic,glm-5.2,stateful-compliance_audit-set_assigned_role-02,compliance-role-vs-retention,compliance_audit,state-gold-decoy,finish,1,1,,,2,1,0,5937,757,6694,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_assigned_role,2,1
semantic,glm-5.2,stateful-compliance_audit-set_assigned_role-02,compliance-role-vs-retention,compliance_audit,state-gold-only,finish,1,1,,,2,1,0,5540,622,6162,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_assigned_role,2,1
semantic,glm-5.2,stateful-compliance_audit-set_assigned_role-03,compliance-role-vs-retention,compliance_audit,state-decoy-failure,unavailable,0,,1,3,4,3,0,19466,6043,25509,3,,,,1,0,0,0,0,0,0,0,,0,0,unreachable,set_assigned_role,3,1
semantic,glm-5.2,stateful-compliance_audit-set_assigned_role-03,compliance-role-vs-retention,compliance_audit,state-decoy-success,budget_exhausted,0,,0,3,8,3,1,46973,7799,54772,3,,,,2,2,2,1,1,1,0,0,3,0,1,unreachable,set_assigned_role,3,0
semantic,glm-5.2,stateful-compliance_audit-set_assigned_role-03,compliance-role-vs-retention,compliance_audit,state-gold-decoy,finish,1,1,,,2,1,0,5900,758,6658,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_assigned_role,3,1
semantic,glm-5.2,stateful-compliance_audit-set_assigned_role-03,compliance-role-vs-retention,compliance_audit,state-gold-only,finish,1,1,,,2,1,0,5539,598,6137,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_assigned_role,3,1
semantic,glm-5.2,stateful-compliance_audit-set_assigned_role-04,compliance-role-vs-retention,compliance_audit,state-decoy-failure,unavailable,0,,1,6,8,6,1,85241,25885,111126,3,,,,4,0,0,0,0,0,0,0,,0,0,unreachable,set_assigned_role,4,1
semantic,glm-5.2,stateful-compliance_audit-set_assigned_role-04,compliance-role-vs-retention,compliance_audit,state-decoy-success,budget_exhausted,0,,0,4,8,4,1,41420,6334,47754,3,,,,2,2,2,1,1,1,0,0,5,0,1,unreachable,set_assigned_role,4,0
semantic,glm-5.2,stateful-compliance_audit-set_assigned_role-04,compliance-role-vs-retention,compliance_audit,state-gold-decoy,finish,1,1,,,4,3,0,15103,2057,17160,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_assigned_role,4,1
semantic,glm-5.2,stateful-compliance_audit-set_assigned_role-04,compliance-role-vs-retention,compliance_audit,state-gold-only,finish,1,1,,,4,3,0,18755,4968,23723,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_assigned_role,4,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-00,compliance-control-vs-exception,compliance_audit,state-decoy-failure,budget_exhausted,0,,0,5,8,5,1,45323,54325,99648,3,,,,3,0,0,0,0,0,0,0,,0,0,unreachable,set_control_evidence_status,0,0
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-00,compliance-control-vs-exception,compliance_audit,state-decoy-success,unavailable,0,,1,3,8,3,1,46618,29199,75817,3,,,,1,1,1,1,1,1,1,0,4,0,0,unreachable,set_control_evidence_status,0,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-00,compliance-control-vs-exception,compliance_audit,state-gold-decoy,finish,1,1,,,3,2,0,10486,1913,12399,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_control_evidence_status,0,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-00,compliance-control-vs-exception,compliance_audit,state-gold-only,finish,1,1,,,3,2,0,10472,1942,12414,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_control_evidence_status,0,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-01,compliance-control-vs-exception,compliance_audit,state-decoy-failure,budget_exhausted,0,,0,5,8,5,1,58611,58347,116958,3,,,,2,0,0,0,0,0,0,0,,0,0,unreachable,set_control_evidence_status,1,0
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-01,compliance-control-vs-exception,compliance_audit,state-decoy-success,budget_exhausted,0,,0,5,8,5,1,83322,17867,101189,3,,,,1,1,1,1,1,1,0,0,5,0,0,unreachable,set_control_evidence_status,1,0
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-01,compliance-control-vs-exception,compliance_audit,state-gold-decoy,finish,1,1,,,3,2,0,11062,1874,12936,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_control_evidence_status,1,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-01,compliance-control-vs-exception,compliance_audit,state-gold-only,finish,1,1,,,3,2,0,9164,1079,10243,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_control_evidence_status,1,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-02,compliance-control-vs-exception,compliance_audit,state-decoy-failure,unavailable,0,,1,4,7,4,1,51465,35540,87005,3,,,,2,0,0,0,0,0,0,0,,0,0,unreachable,set_control_evidence_status,2,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-02,compliance-control-vs-exception,compliance_audit,state-decoy-success,unavailable,0,,1,0,1,0,0,2539,1447,3986,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_control_evidence_status,2,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-02,compliance-control-vs-exception,compliance_audit,state-gold-decoy,finish,1,1,,,2,1,0,6392,1404,7796,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_control_evidence_status,2,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-02,compliance-control-vs-exception,compliance_audit,state-gold-only,finish,1,1,,,3,2,0,9281,1398,10679,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_control_evidence_status,2,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-03,compliance-control-vs-exception,compliance_audit,state-decoy-failure,unavailable,0,,1,1,2,1,0,5971,1624,7595,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_control_evidence_status,3,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-03,compliance-control-vs-exception,compliance_audit,state-decoy-success,unavailable,0,,1,3,5,3,1,29035,7155,36190,3,,,,1,1,1,1,0,1,1,0,1,0,0,unreachable,set_control_evidence_status,3,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-03,compliance-control-vs-exception,compliance_audit,state-gold-decoy,finish,1,1,,,3,2,0,9879,1363,11242,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_control_evidence_status,3,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-03,compliance-control-vs-exception,compliance_audit,state-gold-only,finish,1,1,,,4,3,0,16657,3367,20024,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_control_evidence_status,3,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-04,compliance-control-vs-exception,compliance_audit,state-decoy-failure,budget_exhausted,0,,0,5,8,5,1,56020,54913,110933,3,,,,3,0,0,0,0,0,0,0,,0,0,unreachable,set_control_evidence_status,4,0
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-04,compliance-control-vs-exception,compliance_audit,state-decoy-success,budget_exhausted,0,,0,5,8,5,0,44528,6217,50745,3,,,,1,1,1,1,1,0,0,0,,0,1,unreachable,set_control_evidence_status,4,0
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-04,compliance-control-vs-exception,compliance_audit,state-gold-decoy,finish,1,1,,,4,3,0,15885,2282,18167,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_control_evidence_status,4,1
semantic,glm-5.2,stateful-compliance_audit-set_control_evidence_status-04,compliance-control-vs-exception,compliance_audit,state-gold-only,finish,1,1,,,5,4,0,23495,3670,27165,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_control_evidence_status,4,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-00,compliance-control-vs-exception,compliance_audit,state-decoy-failure,unavailable,0,,1,5,7,5,1,64086,16891,80977,3,,,,2,0,0,0,0,0,0,0,,0,0,unreachable,set_exception_extension_days,0,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-00,compliance-control-vs-exception,compliance_audit,state-decoy-success,budget_exhausted,0,,0,4,8,4,1,49784,11617,61401,3,,,,1,1,1,1,1,1,0,0,5,0,0,unreachable,set_exception_extension_days,0,0
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-00,compliance-control-vs-exception,compliance_audit,state-gold-decoy,finish,1,1,,,3,2,0,10595,2381,12976,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_exception_extension_days,0,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-00,compliance-control-vs-exception,compliance_audit,state-gold-only,finish,1,1,,,3,2,0,10946,3136,14082,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_exception_extension_days,0,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-01,compliance-control-vs-exception,compliance_audit,state-decoy-failure,budget_exhausted,0,,0,6,8,6,1,80048,43658,123706,3,,,,3,0,0,0,0,0,0,0,,0,0,unreachable,set_exception_extension_days,1,0
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-01,compliance-control-vs-exception,compliance_audit,state-decoy-success,budget_exhausted,0,,0,4,8,4,0,43862,6469,50331,3,,,,1,1,1,1,1,0,0,0,,0,1,unreachable,set_exception_extension_days,1,0
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-01,compliance-control-vs-exception,compliance_audit,state-gold-decoy,finish,1,1,,,4,2,0,12963,1152,14115,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_exception_extension_days,1,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-01,compliance-control-vs-exception,compliance_audit,state-gold-only,finish,1,1,,,4,2,0,13592,1607,15199,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_exception_extension_days,1,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-02,compliance-control-vs-exception,compliance_audit,state-decoy-failure,budget_exhausted,0,,0,6,8,6,1,40602,31811,72413,3,,,,4,0,0,0,0,0,0,0,,0,0,unreachable,set_exception_extension_days,2,0
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-02,compliance-control-vs-exception,compliance_audit,state-decoy-success,unavailable,0,,1,3,5,3,1,33243,8410,41653,3,,,,1,1,1,1,0,1,1,0,2,0,0,unreachable,set_exception_extension_days,2,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-02,compliance-control-vs-exception,compliance_audit,state-gold-decoy,finish,1,1,,,3,2,0,10077,1445,11522,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_exception_extension_days,2,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-02,compliance-control-vs-exception,compliance_audit,state-gold-only,finish,1,1,,,4,3,0,19529,4667,24196,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_exception_extension_days,2,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-03,compliance-control-vs-exception,compliance_audit,state-decoy-failure,unavailable,0,,1,5,8,5,1,46461,34000,80461,3,,,,3,0,0,0,0,0,0,0,,0,0,unreachable,set_exception_extension_days,3,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-03,compliance-control-vs-exception,compliance_audit,state-decoy-success,unavailable,0,,1,3,5,3,1,28778,7495,36273,3,,,,1,1,1,1,0,1,1,0,1,0,0,unreachable,set_exception_extension_days,3,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-03,compliance-control-vs-exception,compliance_audit,state-gold-decoy,finish,1,1,,,3,2,0,9980,1419,11399,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_exception_extension_days,3,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-03,compliance-control-vs-exception,compliance_audit,state-gold-only,finish,1,1,,,3,2,0,10825,2771,13596,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_exception_extension_days,3,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-04,compliance-control-vs-exception,compliance_audit,state-decoy-failure,unavailable,0,,1,6,8,6,1,68642,20718,89360,3,,,,4,0,0,0,0,0,0,0,,0,0,unreachable,set_exception_extension_days,4,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-04,compliance-control-vs-exception,compliance_audit,state-decoy-success,budget_exhausted,0,,0,5,8,5,1,40171,5987,46158,3,,,,1,1,1,1,1,1,0,0,5,0,0,unreachable,set_exception_extension_days,4,0
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-04,compliance-control-vs-exception,compliance_audit,state-gold-decoy,finish,1,1,,,4,3,0,15171,2125,17296,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_exception_extension_days,4,1
semantic,glm-5.2,stateful-compliance_audit-set_exception_extension_days-04,compliance-control-vs-exception,compliance_audit,state-gold-only,finish,1,1,,,5,3,0,19459,2407,21866,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_exception_extension_days,4,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-00,compliance-owner-vs-filing,compliance_audit,state-decoy-failure,budget_exhausted,0,,0,5,8,5,1,53226,51416,104642,3,,,,3,0,0,0,0,0,0,0,,0,0,unreachable,set_filing_artifact_count,0,0
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-00,compliance-owner-vs-filing,compliance_audit,state-decoy-success,unavailable,0,,1,4,6,4,1,44676,11076,55752,3,,,,1,1,1,1,0,1,1,0,2,0,0,unreachable,set_filing_artifact_count,0,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-00,compliance-owner-vs-filing,compliance_audit,state-gold-decoy,finish,1,1,,,3,2,0,10917,2125,13042,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_filing_artifact_count,0,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-00,compliance-owner-vs-filing,compliance_audit,state-gold-only,finish,1,1,,,3,2,0,10871,2378,13249,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_filing_artifact_count,0,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-01,compliance-owner-vs-filing,compliance_audit,state-decoy-failure,unavailable,0,,1,4,5,4,0,30509,7950,38459,3,,,,2,0,0,0,0,0,0,0,,0,0,unreachable,set_filing_artifact_count,1,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-01,compliance-owner-vs-filing,compliance_audit,state-decoy-success,unavailable,0,,1,4,6,4,1,36711,5822,42533,3,,,,1,1,1,1,0,1,1,0,2,0,0,unreachable,set_filing_artifact_count,1,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-01,compliance-owner-vs-filing,compliance_audit,state-gold-decoy,finish,1,1,,,4,3,0,13866,1424,15290,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_filing_artifact_count,1,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-01,compliance-owner-vs-filing,compliance_audit,state-gold-only,finish,1,1,,,4,2,0,13650,1738,15388,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_filing_artifact_count,1,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-02,compliance-owner-vs-filing,compliance_audit,state-decoy-failure,unavailable,0,,1,3,4,3,0,27490,14733,42223,3,,,,1,0,0,0,0,0,0,0,,0,0,unreachable,set_filing_artifact_count,2,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-02,compliance-owner-vs-filing,compliance_audit,state-decoy-success,unavailable,0,,1,0,1,0,0,2555,768,3323,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_filing_artifact_count,2,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-02,compliance-owner-vs-filing,compliance_audit,state-gold-decoy,finish,1,1,,,2,1,0,5807,694,6501,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_filing_artifact_count,2,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-02,compliance-owner-vs-filing,compliance_audit,state-gold-only,finish,1,1,,,2,1,0,5624,800,6424,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_filing_artifact_count,2,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-03,compliance-owner-vs-filing,compliance_audit,state-decoy-failure,unavailable,0,,1,1,2,1,0,7309,3021,10330,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_filing_artifact_count,3,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-03,compliance-owner-vs-filing,compliance_audit,state-decoy-success,unavailable,0,,1,1,2,1,0,7105,3130,10235,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_filing_artifact_count,3,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-03,compliance-owner-vs-filing,compliance_audit,state-gold-decoy,finish,1,1,,,2,1,0,5811,644,6455,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_filing_artifact_count,3,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-03,compliance-owner-vs-filing,compliance_audit,state-gold-only,finish,1,1,,,3,2,0,14015,4195,18210,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_filing_artifact_count,3,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-04,compliance-owner-vs-filing,compliance_audit,state-decoy-failure,unavailable,0,,1,4,5,4,0,28231,8613,36844,3,,,,2,0,0,0,0,0,0,0,,0,0,unreachable,set_filing_artifact_count,4,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-04,compliance-owner-vs-filing,compliance_audit,state-decoy-success,budget_exhausted,0,,0,5,8,5,0,68454,9948,78402,3,,,,1,1,1,1,1,0,0,0,,0,1,unreachable,set_filing_artifact_count,4,0
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-04,compliance-owner-vs-filing,compliance_audit,state-gold-decoy,finish,1,1,,,4,3,0,14660,1993,16653,4,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_filing_artifact_count,4,1
semantic,glm-5.2,stateful-compliance_audit-set_filing_artifact_count-04,compliance-owner-vs-filing,compliance_audit,state-gold-only,finish,1,1,,,4,3,0,14138,2418,16556,3,,,,0,0,0,0,0,0,0,0,,1,0,reachable,set_filing_artifact_count,4,1
semantic,glm-5.2,stateful-compliance_audit-set_remediation_owner-00,compliance-owner-vs-filing,compliance_audit,state-decoy-failure,unavailable,0,,1,1,2,1,0,6363,4761,11124,3,,,,0,0,0,0,0,0,0,0,,0,0,unreachable,set_remediation_owner,0,1
semantic,glm-5.2,stateful-compliance_audit-set_remediation_owner-00,compliance-owner-vs-filing,compliance_audit,state-decoy-success,budget_exhausted,0,,0,4,8,4,1,66694,12018,78712,3,,,,1,1,1,1,1,1,0,0,4,0,0,unreachable,set_remediation_owner,0,0
